uid,complexity
0039/00393905,4
0037/00378659,2
0086/00861037,14
0048/00481404,1
0026/00263621,4
0063/00638293,4
0050/00501685,4
0029/00298025,12
0088/00883448,19
0067/00671618,9
0052/00526104,8
0043/00438499,15
0077/00776998,8
0072/00721187,8
0059/00593488,28
0074/00747432,4
0020/00208401,1
0023/00239013,21
0027/00278348,14
0010/00107854,8
0003/00035245,4
0071/00719297,6
0037/00372855,12
0033/00334868,4
0076/00765019,1
0038/00386305,1
0053/00532852,12
0098/00983820,4
0026/00262825,16
0087/00870530,8
0029/00299298,4
0026/00263548,13
0019/00192013,7
0015/00150547,20
0048/00482050,20
0062/00621472,16
0000/00004598,4
0047/00478049,8
0076/00765919,26
0072/00728055,4
0096/00968342,1
0094/00948849,8
0055/00554343,6
0056/00566476,6
0087/00873370,20
0073/00735816,8
0018/00185430,1
0075/00752880,4
0074/00740544,6
0072/00727250,15
0041/00411341,2
0077/00772900,42
0082/00820057,5
0099/00999703,4
0008/00085476,1
0039/00396640,12
0006/00060178,14
0043/00435318,16
0067/00673530,7
0089/00897248,4
0091/00917768,11
0063/00630580,5
0057/00575375,24
0089/00892466,1
0091/00917438,8
0007/00075212,20
0008/00080615,4
0051/00514163,1
0073/00737392,2
0005/00052539,5
0083/00836880,7
0081/00810853,3
0025/00255513,4
0063/00632050,7
0075/00755073,7
0064/00640833,4
0037/00371061,1
0086/00869213,1
0014/00146936,4
0091/00914799,24
0022/00225696,14
0059/00591906,18
0004/00043096,4
0062/00626903,2
0093/00936208,4
0051/00516650,24
0088/00884239,20
0017/00175214,8
0030/00308890,4
0005/00058883,2
0074/00741928,6
0042/00422948,4
0062/00629642,8
0074/00746379,8
0067/00673060,19
0054/00540806,4
0025/00259555,4
0001/00017297,7
0034/00345194,8
0064/00648179,4
0071/00718091,14
0006/00061972,8
0007/00070768,20
0072/00721358,13
0058/00586753,4
0000/00002522,6
0063/00635819,5
0077/00777528,2
0035/00354743,11
0051/00519077,12
0016/00163661,16
0066/00666817,4
0062/00623955,4
0011/00116703,6
0076/00767920,8
0050/00508971,5
0076/00763998,7
0082/00820342,3
0005/00052377,32
0002/00029696,2
0045/00454314,1
0086/00862016,11
0087/00879818,2
0029/00290222,5
0021/00218936,19
0003/00037793,1
0093/00933946,7
0028/00282101,12
0006/00061282,8
0078/00786348,4
0031/00313534,8
0081/00817880,8
0043/00432243,7
0016/00163617,6
0068/00687526,4
0097/00976587,22
0043/00433629,7
0076/00764672,6
0078/00783628,6
0029/00297933,1
0084/00847020,4
0059/00590788,6
0044/00443341,1
0006/00066461,4
0098/00984637,7
0057/00570581,6
0024/00241782,4
0031/00314927,5
0099/00993730,2
0072/00727126,4
0003/00035115,20
0083/00834398,4
0036/00366518,1
0015/00154537,4
0003/00035154,4
0084/00842967,4
0034/00342286,13
0082/00824972,7
0021/00218923,2
0087/00875632,4
0010/00102615,1
0030/00308918,3
0047/00477643,4
0078/00780370,40
0036/00363524,1
0030/00305068,2
0011/00115366,7
0052/00526361,1
0061/00614376,10
0080/00806441,9
0032/00329720,4
0012/00124148,1
0096/00969457,8
0025/00255246,8
0020/00205655,1
0099/00995714,4
0002/00020278,1
0056/00566409,4
0080/00804982,4
0045/00457863,2
0074/00748544,12
0054/00544710,4
0047/00474387,1
0028/00282657,8
0032/00327827,6
0064/00645024,4
0075/00757736,22
0069/00698396,16
0094/00941108,18
0029/00290226,2
0019/00198164,23
0023/00233196,5
0057/00576603,5
0008/00089299,25
0065/00656254,12
0031/00318631,4
0091/00916166,4
0086/00860246,4
0011/00114451,4
0048/00488407,4
0023/00230608,5
0096/00964258,24
0015/00151607,2
0044/00447311,3
0037/00379531,10
0049/00499038,4
0087/00878718,4
0046/00465914,18
0073/00730109,6
0063/00635759,1
0082/00821663,12
0089/00897923,2
0056/00562526,2
0093/00932047,1
0003/00036716,8
0089/00897393,3
0085/00851688,2
0032/00328780,4
0033/00337410,4
0035/00359659,25
0017/00176993,4
0040/00400725,4
0058/00581583,4
0025/00256776,10
0049/00498907,4
0060/00602417,4
0085/00851422,5
0004/00044039,35
0050/00507739,4
0017/00171635,4
0030/00303472,8
0006/00062938,5
0030/00307712,8
0037/00378484,5
0008/00089785,20
0097/00972084,15
0093/00930792,24
0007/00079117,1
0071/00719959,4
0067/00675530,4
0060/00601242,5
0085/00852075,14
0016/00163343,28
0020/00200693,4
0087/00879820,2
0077/00774723,14
0045/00454937,4
0096/00965965,32
0060/00602094,4
0068/00685215,3
0059/00590385,12
0094/00942925,30
0072/00720216,4
0039/00395361,4
0035/00354104,2
0027/00270894,10
0027/00272852,6
0020/00204074,6
0072/00728436,32
0029/00290259,5
0004/00044257,4
0022/00222492,1
0078/00783651,4
0090/00904533,33
0029/00294785,22
0057/00571595,8
0022/00229610,8
0052/00526827,1
0037/00370562,7
0028/00285797,10
0094/00941506,20
0028/00282220,7
0087/00872783,12
0030/00303392,8
0062/00627362,4
0048/00486337,5
0057/00578810,12
0054/00544982,9
0091/00915885,4
0034/00340020,2
0072/00729864,14
0062/00628323,1
0005/00051866,4
0082/00821089,2
0071/00715156,8
0057/00574512,10
0033/00334942,4
0022/00225198,2
0062/00626368,6
0002/00024062,26
0011/00114837,4
0075/00759741,1
0075/00751875,1
0058/00586107,4
0039/00395053,8
0014/00141712,12
0094/00944405,1
0013/00137536,1
0054/00546851,14
0071/00717841,31
0037/00377156,4
0009/00092956,14
0079/00793281,4
0049/00493338,8
0078/00787874,6
0098/00985294,4
0037/00375259,2
0085/00856874,5
0076/00765004,6
0071/00710915,16
0042/00424943,7
0034/00348733,4
0043/00438255,4
0012/00120676,4
0053/00539170,6
0075/00752811,4
0019/00199488,6
0081/00817507,18
0012/00123532,4
0014/00148067,2
0029/00299883,16
0077/00772209,4
0084/00843727,4
0020/00201807,4
0065/00651932,2
0046/00463688,22
0056/00569646,32
0010/00102743,1
0027/00270506,6
0031/00312592,3
0046/00462912,8
0016/00160098,4
0026/00267232,6
0037/00376967,13
0007/00079994,9
0094/00942232,16
0095/00953676,3
0073/00737168,4
0065/00652765,11
0058/00581162,8
0041/00415630,4
0009/00095557,2
0032/00328198,25
0045/00452170,2
0010/00108441,8
0034/00342406,1
0025/00250539,3
0013/00133831,2
0073/00735700,4
0045/00456863,3
0017/00170107,6
0034/00340200,4
0038/00382431,6
0028/00280603,4
0098/00989036,4
0014/00148685,2
0029/00293192,2
0001/00014200,8
0033/00331234,4
0034/00344831,1
0087/00877577,8
0038/00384040,14
0025/00253303,1
0091/00914433,14
0071/00719598,4
0093/00933184,1
0079/00790759,4
0074/00748693,11
0081/00816280,5
0097/00979197,4
0079/00791020,45
0091/00915255,14
0065/00655053,7
0073/00734262,12
0036/00362136,4
0090/00904557,8
0088/00886686,13
0086/00865343,2
0043/00435153,38
0089/00893028,18
0021/00215651,9
0024/00247039,8
0044/00449897,16
0025/00250256,13
0037/00374805,4
0034/00345050,12
0006/00068631,8
0049/00494091,11
0030/00305949,4
0062/00629385,14
0034/00344216,22
0003/00033790,2
0086/00868874,1
0072/00728728,4
0037/00372739,2
0076/00762129,11
0002/00029575,4
0026/00264576,1
0011/00117693,18
0045/00452343,2
0063/00630678,4
0037/00375532,23
0006/00062693,4
0067/00675506,13
0013/00135679,3
0064/00647172,4
0083/00838601,4
0071/00717942,23
0028/00281766,1
0067/00674583,12
0060/00600290,8
0048/00487864,7
0071/00712590,22
0029/00290184,12
0000/00001817,20
0082/00825534,9
0053/00533268,27
0053/00534576,1
0099/00999457,10
0079/00791560,4
0058/00589893,13
0004/00048736,2
0010/00106675,4
0096/00967532,1
0088/00883138,2
0069/00696179,8
0020/00206303,2
0002/00026904,3
0095/00952240,8
0090/00902205,8
0052/00522407,9
0058/00584948,4
0017/00176052,8
0080/00805541,1
0091/00911789,7
0042/00422011,2
0096/00966660,3
0059/00594712,2
0036/00366975,20
0070/00704820,16
0015/00158407,2
0022/00220246,1
0000/00005496,4
0074/00746538,4
0010/00106424,8
0062/00620610,14
0090/00903591,16
0095/00959562,4
0084/00844172,10
0048/00482297,16
0051/00510026,4
0095/00956821,1
0017/00176120,1
0064/00643489,27
0059/00592462,3
0082/00823632,2
0080/00802779,8
0074/00745396,2
0051/00511220,8
0041/00418964,8
0017/00170320,2
0051/00516449,2
0047/00473444,28
0048/00483237,6
0060/00602265,9
0031/00318598,5
0099/00994631,1
0089/00894529,2
0055/00550641,2
0073/00731765,4
0059/00590209,11
0079/00794172,6
0087/00875683,4
0070/00701337,1
0037/00377411,16
0030/00305522,8
0076/00762289,18
0075/00759606,14
0091/00910959,12
0038/00389050,5
0018/00187181,5
0027/00270849,7
0065/00656993,17
0072/00720363,4
0019/00191886,2
0003/00039427,2
0057/00573407,15
0093/00938696,4
0097/00976945,5
0035/00356322,20
0032/00321521,8
0080/00806802,31
0034/00340587,4
0035/00359424,8
0044/00447594,8
0098/00982216,1
0010/00101626,28
0094/00947953,26
0081/00812966,5
0035/00359858,8
0055/00553106,8
0069/00690404,1
0096/00969389,21
0057/00579037,9
0050/00508718,6
0073/00735849,6
0064/00649676,2
0078/00785870,4
0066/00661715,5
0018/00188831,2
0068/00684736,20
0047/00473121,12
0056/00568426,4
0069/00691921,12
0042/00425238,4
0068/00689798,4
0059/00593853,8
0048/00481548,4
0076/00768380,6
0068/00683378,2
0037/00372748,39
0005/00057579,8
0073/00738804,4
0030/00309106,7
0049/00499785,12
0062/00629463,20
0085/00850427,4
0025/00259619,2
0065/00657554,8
0064/00645678,6
0084/00848220,8
0045/00455970,1
0016/00161833,14
0019/00191625,2
0079/00792313,5
0070/00708717,2
0017/00179955,8
0052/00525251,4
0009/00097993,16
0061/00618816,2
0045/00450553,10
0081/00819903,5
0042/00426516,12
0003/00035563,13
0081/00818179,12
0047/00470426,19
0046/00469509,12
0064/00642990,2
0075/00754315,2
0021/00219178,4
0020/00203048,31
0074/00749120,4
0080/00801004,18
0023/00239988,2
0066/00668316,7
0027/00271066,1
0085/00851106,4
0078/00789228,1
0046/00461167,6
0033/00334889,5
0035/00352215,14
0084/00842497,4
0081/00811357,5
0044/00441000,4
0030/00307224,8
0015/00152552,1
0056/00562934,32
0086/00866760,7
0010/00101556,10
0061/00611526,12
0038/00386066,3
0008/00082191,7
0046/00460641,10
0049/00493395,4
0066/00668632,8
0013/00131797,6
0051/00518488,28
0080/00801286,4
0080/00801458,6
0007/00076272,4
0067/00674591,4
0039/00398546,8
0043/00434863,8
0035/00359868,6
0017/00172943,23
0068/00681767,4
0039/00398846,19
0076/00766389,1
0081/00818044,11
0083/00836380,1
0021/00212637,12
0046/00466576,4
0017/00177706,13
0034/00347104,12
0039/00394545,5
0080/00802821,4
0011/00113258,12
0069/00693297,8
0053/00537422,4
0053/00531795,30
0080/00806481,1
0067/00677414,24
0097/00976310,4
0052/00525684,6
0091/00913996,8
0035/00359466,4
0020/00200255,10
0028/00283908,1
0074/00747406,2
0069/00697368,1
0074/00745903,16
0072/00723115,8
0054/00549305,2
0014/00148193,1
0068/00681179,4
0020/00203170,8
0082/00820619,10
0008/00087733,1
0044/00440787,17
0070/00700298,1
0010/00104162,4
0046/00468379,10
0049/00499643,1
0028/00284014,22
0092/00927099,1
0051/00514320,11
0003/00031239,8
0080/00803731,1
0036/00361390,8
0032/00329412,4
0019/00192101,4
0090/00909532,7
0083/00834262,6
0021/00217391,6
0070/00706693,4
0014/00143379,1
0052/00529507,4
0020/00209464,1
0012/00128164,4
0080/00806521,4
0007/00079418,16
0087/00878240,4
0092/00927807,24
0052/00523901,6
0059/00598251,8
0035/00355918,4
0082/00825604,20
0079/00799756,1
0099/00993672,5
0043/00430712,26
0055/00552144,5
0090/00900695,11
0013/00135202,16
0021/00218961,8
0009/00099514,4
0063/00630165,40
0023/00233891,4
0014/00143061,36
0092/00926218,10
0043/00438491,6
0004/00041299,14
0094/00941265,24
0013/00132335,6
0024/00243735,10
0058/00581356,2
0050/00501780,5
0054/00544476,17
0032/00329810,1
0010/00105175,12
0058/00588967,30
0060/00602766,12
0008/00084890,10
0049/00498981,8
0059/00590412,20
0031/00315935,4
0034/00342745,6
0067/00675018,1
0095/00957382,20
0000/00004688,12
0024/00245440,27
0056/00569492,8
0050/00506950,14
0098/00980763,14
0041/00414113,4
0083/00833545,7
0063/00635758,1
0017/00174502,12
0049/00490187,7
0051/00511508,10
0071/00718432,6
0097/00970426,8
0025/00259876,1
0009/00090418,4
0035/00354129,10
0049/00492167,2
0020/00200870,4
0007/00074958,12
0081/00812504,4
0099/00991124,6
0003/00037492,4
0097/00973198,3
0015/00155911,1
0023/00230367,4
0047/00473699,11
0069/00690088,2
0047/00476849,2
0028/00284287,20
0064/00643970,13
0076/00761755,1
0081/00816883,4
0011/00119806,8
0034/00348342,4
0072/00725029,6
0093/00937276,8
0010/00106659,4
0093/00932261,9
0028/00283333,25
0079/00796453,9
0072/00729859,8
0083/00832968,4
0033/00330630,20
0052/00527013,2
0079/00791550,19
0010/00105059,4
0067/00676366,7
0041/00419594,4
0067/00677886,1
0070/00703301,11
0011/00116621,12
0078/00781163,2
0065/00652426,24
0028/00285181,15
0067/00673157,2
0012/00123582,10
0019/00191978,1
0068/00686054,4
0063/00634921,3
0061/00613988,40
0097/00970634,5
0015/00155621,1
0014/00140190,4
0047/00474984,20
0084/00846849,10
0064/00645453,2
0016/00163387,4
0077/00775383,4
0004/00042481,4
0003/00037267,4
0015/00157437,2
0050/00501669,8
0049/00497244,5
0042/00429710,12
0028/00289740,6
0067/00671249,16
0046/00466299,4
0044/00447065,4
0056/00568213,4
0051/00516462,22
0007/00077664,6
0043/00439188,36
0057/00572223,20
0050/00509349,2
0057/00570262,9
0022/00224515,2
0070/00708651,1
0077/00772908,8
0094/00948955,10
0021/00215117,1
0037/00374299,18
0038/00389506,3
0082/00820020,4
0092/00929020,4
0009/00098994,8
0067/00676581,2
0053/00530759,8
0077/00772174,4
0085/00854450,9
0049/00499328,8
0080/00805068,1
0079/00791298,8
0035/00351676,1
0061/00615695,15
0017/00170436,2
0022/00227633,4
0057/00570717,3
0048/00482198,6
0061/00613968,9
0079/00798554,22
0021/00214208,1
0081/00814664,4
0014/00146254,15
0089/00896016,21
0057/00570342,14
0072/00724219,32
0051/00513134,4
0013/00133606,9
0011/00110912,14
0016/00162678,4
0015/00157698,13
0017/00177676,30
0060/00607397,6
0058/00583279,12
0076/00766291,12
0049/00499356,4
0049/00492811,8
0038/00386592,3
0040/00403102,16
0005/00050876,10
0072/00720975,5
0068/00683142,23
0057/00578907,15
0022/00221084,5
0058/00587657,5
0014/00149470,3
0050/00507864,4
0060/00602952,5
0014/00145907,4
0078/00780641,22
0018/00182942,2
0030/00300638,4
0058/00585268,21
0093/00933453,4
0054/00540835,4
0090/00901593,4
0019/00190582,8
0023/00238301,7
0021/00211267,2
0077/00774067,17
0066/00662719,8
0093/00931017,13
0036/00366712,1
0070/00705081,13
0052/00521363,15
0097/00971058,2
0074/00745058,16
0099/00990646,8
0000/00001503,6
0043/00438138,4
0050/00508265,4
0059/00598588,8
0013/00133095,4
0096/00960385,6
0031/00313305,8
0015/00151562,2
0098/00986686,1
0079/00799861,4
0046/00467752,2
0034/00341521,1
0028/00282043,2
0058/00588021,4
0042/00421605,28
0025/00250773,3
0036/00363332,4
0087/00875252,8
0023/00231152,12
0037/00377358,18
0059/00590832,8
0041/00411430,7
0063/00635771,16
0008/00080715,4
0042/00424758,5
0075/00753746,20
0068/00689828,9
0056/00566921,14
0054/00541022,12
0043/00439848,2
0040/00404575,8
0026/00267784,13
0098/00988276,16
0064/00642399,12
0048/00486159,8
0023/00232954,21
0016/00169089,1
0055/00554396,4
0039/00399440,8
0022/00227914,24
0026/00264316,1
0099/00993503,8
0045/00457922,2
0005/00059566,31
0092/00929080,8
0005/00059581,2
0013/00136361,32
0007/00079252,4
0067/00679855,8
0039/00394584,4
0013/00131660,4
0084/00840940,29
0072/00726746,2
0039/00397907,4
0004/00045669,4
0031/00319328,4
0028/00284408,6
0015/00150285,36
0027/00277708,4
0010/00101526,6
0034/00345101,16
0072/00726366,1
0041/00411629,6
0083/00836535,4
0059/00598184,4
0016/00162015,17
0028/00283010,2
0016/00160808,4
0053/00530388,4
0054/00542635,16
0066/00663896,5
0062/00629397,4
0043/00436896,16
0041/00413025,5
0051/00513895,8
0020/00208219,18
0013/00132260,8
0008/00080235,10
0055/00559254,6
0077/00776311,4
0042/00426782,2
0044/00448562,4
0057/00579128,2
0032/00321447,4
0022/00221848,19
0041/00411040,5
0027/00271500,6
0092/00920567,4
0097/00974853,4
0009/00091135,1
0079/00792454,4
0057/00572807,16
0033/00336334,6
0071/00717797,4
0083/00830390,2
0083/00830090,7
0001/00017079,12
0000/00001324,4
0061/00616032,21
0013/00132384,17
0041/00418474,1
0050/00508427,4
0011/00110690,8
0082/00827869,16
0035/00352805,6
0057/00570170,6
0055/00556950,7
0084/00849871,10
0074/00743338,4
0015/00159320,8
0029/00297731,4
0079/00798021,24
0071/00716263,3
0061/00611846,10
0083/00830609,4
0027/00271370,10
0075/00753979,4
0017/00178380,2
0093/00932384,4
0060/00604550,4
0084/00848988,2
0097/00978974,2
0086/00869100,4
0041/00410540,18
0097/00970670,4
0068/00685915,5
0004/00047360,4
0025/00255958,14
0030/00302623,21
0086/00865073,2
0072/00729326,4
0061/00618372,4
0083/00832732,4
0067/00670773,2
0076/00763957,15
0092/00929659,16
0069/00690846,4
0065/00655843,12
0005/00052292,4
0030/00307347,8
0050/00506949,14
0024/00247935,4
0041/00418281,2
0086/00868669,1
0065/00652518,2
0072/00729432,1
0047/00476313,28
0007/00072611,6
0061/00610321,7
0054/00546346,5
0003/00039566,6
0028/00288905,12
0025/00252088,8
0008/00080899,1
0035/00350242,8
0015/00156664,6
0073/00732629,12
0013/00133900,12
0017/00176242,4
0032/00321720,13
0065/00658118,6
0098/00983802,2
0032/00329619,10
0036/00367221,4
0049/00493330,4
0063/00637406,16
0042/00424780,20
0076/00763564,8
0065/00657638,8
0031/00314045,7
0097/00979198,10
0002/00025756,6
0014/00143433,4
0082/00822718,4
0054/00540756,8
0032/00323505,4
0068/00680918,5
0011/00111326,1
0091/00914991,20
0058/00581385,6
0085/00859316,6
0063/00635196,8
0010/00104406,5
0087/00878958,8
0046/00469685,2
0094/00944180,4
0078/00782577,22
0092/00924419,7
0010/00105452,4
0032/00322820,4
0026/00263118,4
0010/00103524,4
0050/00500591,4
0019/00192706,11
0029/00297473,12
0059/00599854,14
0076/00763291,1
0070/00702954,3
0070/00703613,3
0090/00909339,1
0052/00523252,4
0032/00329208,8
0018/00188396,20
0094/00944303,6
0078/00784174,4
0075/00751298,4
0083/00839686,8
0034/00345386,2
0054/00540800,18
0060/00607961,4
0010/00106580,2
0066/00664816,8
0006/00069863,4
0099/00998910,4
0080/00804064,6
0072/00725343,24
0039/00393654,12
0095/00959027,8
0033/00337831,17
0021/00218783,8
0045/00459097,8
0037/00375891,14
0035/00355819,6
0003/00035380,4
0098/00986718,16
0007/00079699,3
0033/00337295,4
0053/00539524,4
0085/00856639,4
0088/00888470,4
0022/00225663,8
0052/00529297,1
0071/00710124,4
0005/00054746,4
0058/00589350,1
0017/00175658,9
0015/00159982,1
0012/00125834,4
0098/00985122,4
0055/00552820,16
0012/00125187,1
0022/00223710,4
0099/00996517,5
0001/00017084,11
0084/00842415,9
0042/00422299,3
0040/00407893,3
0013/00131741,4
0016/00162908,1
0064/00643628,3
0061/00612005,12
0069/00697251,2
0019/00198923,13
0068/00686458,6
0069/00692854,5
0050/00500459,4
0040/00409997,5
0051/00513386,1
0028/00286071,4
0077/00770613,16
0035/00357667,1
0026/00263056,4
0065/00656326,4
0094/00943742,4
0040/00406839,9
0041/00419914,8
0004/00048644,7
0076/00764094,27
0044/00441371,6
0058/00583549,6
0049/00499812,4
0055/00555501,1
0078/00787318,18
0051/00515821,6
0098/00987430,8
0072/00720469,37
0004/00040576,13
0036/00360563,1
0075/00756192,4
0097/00978970,20
0018/00182935,25
0018/00184337,12
0070/00708621,1
0090/00902027,7
0004/00046355,4
0099/00995270,5
0065/00650874,4
0005/00057393,6
0084/00840057,11
0039/00393764,7
0096/00966696,12
0085/00857443,5
0023/00230508,8
0018/00180447,8
0017/00175153,2
0082/00827331,14
0095/00953916,4
0075/00754898,10
0079/00795764,4
0015/00155190,4
0014/00148609,2
0050/00505818,4
0029/00295967,27
0080/00808116,1
0004/00047257,13
0027/00276629,4
0094/00942511,2
0031/00310287,4
0058/00588297,8
0028/00280228,4
0060/00601191,4
0050/00507691,8
0062/00628528,2
0079/00794206,4
0002/00022191,5
0034/00345114,10
0099/00993759,4
0018/00182531,13
0042/00426181,8
0081/00819072,3
0051/00511551,35
0008/00087737,1
0026/00265761,8
0032/00323331,5
0077/00778811,9
0011/00118163,4
0052/00529946,6
0022/00220823,1
0083/00833223,24
0042/00427967,8
0010/00101494,5
0020/00204324,2
0021/00215080,1
0052/00524216,4
0035/00355160,19
0088/00889759,7
0081/00814407,11
0071/00710623,4
0034/00341816,14
0071/00712859,2
0008/00087608,11
0002/00023045,4
0082/00829696,4
0070/00707901,5
0042/00423706,3
0054/00547878,6
0054/00541009,2
0049/00496459,12
0003/00032761,8
0004/00041676,8
0056/00565506,4
0002/00020987,15
0047/00474811,1
0007/00078893,5
0000/00006717,4
0080/00808680,8
0054/00542661,2
0017/00173476,4
0023/00237679,7
0059/00596400,6
0006/00064175,8
0005/00054113,8
0041/00418052,4
0063/00636968,10
0028/00280908,19
0021/00217857,5
0092/00924273,2
0022/00220805,6
0012/00126491,25
0087/00872351,4
0047/00479107,2
